,O*NET-SOC Code,Title,Example,Hot Technology,In Demand
437,11-2021.00,Marketing Managers,Oracle PeopleSoft Financials,N,N
438,11-2021.00,Marketing Managers,Oracle PL/SQL,Y,N
439,11-2021.00,Marketing Managers,Oracle Siebel Server Sync,N,N
440,11-2021.00,Marketing Managers,Padlet,N,N
441,11-2021.00,Marketing Managers,PHP,Y,N
442,11-2021.00,Marketing Managers,Python,Y,N
443,11-2021.00,Marketing Managers,QAD Marketing Automation,N,N
444,11-2021.00,Marketing Managers,Qlik Tech QlikView,N,N
445,11-2021.00,Marketing Managers,R,Y,N
446,11-2021.00,Marketing Managers,Ruby,Y,N
447,11-2021.00,Marketing Managers,Ruby on Rails,N,N
448,11-2021.00,Marketing Managers,Sage SalesLogix,N,N
449,11-2021.00,Marketing Managers,Salesforce software,Y,Y
450,11-2021.00,Marketing Managers,Salesforce.com Salesforce CRM,N,N
451,11-2021.00,Marketing Managers,SAP Business Objects,N,N
452,11-2021.00,Marketing Managers,SAP software,Y,N
453,11-2021.00,Marketing Managers,SAS,Y,N
454,11-2021.00,Marketing Managers,Screencast-O-Matic,N,N
455,11-2021.00,Marketing Managers,Screencastify,N,N
456,11-2021.00,Marketing Managers,Slack,Y,N
457,11-2021.00,Marketing Managers,SmugMug Flickr,N,N
458,11-2021.00,Marketing Managers,Social media sites,N,N
459,11-2021.00,Marketing Managers,Software as a service SaaS,N,N
460,11-2021.00,Marketing Managers,Splunk Enterprise,Y,N
461,11-2021.00,Marketing Managers,StataCorp Stata,N,N
462,11-2021.00,Marketing Managers,Structured query language SQL,Y,Y
463,11-2021.00,Marketing Managers,Swift,Y,N
464,11-2021.00,Marketing Managers,Tableau,Y,N
465,11-2021.00,Marketing Managers,Tax software,N,N
466,11-2021.00,Marketing Managers,Teradata Database,Y,N
467,11-2021.00,Marketing Managers,The MathWorks MATLAB,Y,N
468,11-2021.00,Marketing Managers,TikTok,Y,N
469,11-2021.00,Marketing Managers,Web browser software,N,N
470,11-2021.00,Marketing Managers,WeVideo,N,N
471,11-2021.00,Marketing Managers,WordPress,Y,N
472,11-2021.00,Marketing Managers,Yardi software,Y,N
473,11-2021.00,Marketing Managers,YouTube,N,N
474,11-2022.00,Sales Managers,Act!,N,N
475,11-2022.00,Sales Managers,Adobe Acrobat,Y,N
476,11-2022.00,Sales Managers,Adobe ActionScript,N,N
477,11-2022.00,Sales Managers,Adobe Creative Cloud software,Y,N
478,11-2022.00,Sales Managers,Airtable,N,N
479,11-2022.00,Sales Managers,Apple Keynote,N,N
480,11-2022.00,Sales Managers,Avidian Technologies Prophet,N,N
481,11-2022.00,Sales Managers,Bentley MicroStation,Y,N
482,11-2022.00,Sales Managers,Blackbaud The Raiser's Edge,N,N
483,11-2022.00,Sales Managers,Contact management software,N,N
484,11-2022.00,Sales Managers,Database software,N,N
485,11-2022.00,Sales Managers,Delphi Discovery,N,N
486,11-2022.00,Sales Managers,Delphi Technology,N,N
487,11-2022.00,Sales Managers,Dropbox,N,N
488,11-2022.00,Sales Managers,Eclipse IDE,Y,N
489,11-2022.00,Sales Managers,Eden Sales Manager,N,N
490,11-2022.00,Sales Managers,Eko,N,N
491,11-2022.00,Sales Managers,Facebook,Y,N
492,11-2022.00,Sales Managers,FileMaker Pro,N,N
493,11-2022.00,Sales Managers,Geographic information system GIS software,N,N
494,11-2022.00,Sales Managers,Google Ads,N,N
495,11-2022.00,Sales Managers,Google Analytics,Y,N
496,11-2022.00,Sales Managers,Google Docs,Y,N
497,11-2022.00,Sales Managers,Google Drive,N,N
498,11-2022.00,Sales Managers,Google Meet,N,N
499,11-2022.00,Sales Managers,Google Sites,N,N
500,11-2022.00,Sales Managers,Google Slides,N,N
501,11-2022.00,Sales Managers,HEAT Software GoldMine,N,N
502,11-2022.00,Sales Managers,HubSpot software,Y,N
503,11-2022.00,Sales Managers,Human resource management software HRMS,N,N
504,11-2022.00,Sales Managers,Hypertext markup language HTML,Y,N
505,11-2022.00,Sales Managers,IBM Cognos Impromptu,N,N
506,11-2022.00,Sales Managers,IBM Notes,N,N
507,11-2022.00,Sales Managers,IBM Power Systems software,N,N
508,11-2022.00,Sales Managers,IBM SPSS Statistics,Y,N
509,11-2022.00,Sales Managers,Inventory software,N,N
510,11-2022.00,Sales Managers,LexisNexis,N,N
511,11-2022.00,Sales Managers,LinkedIn,N,N
512,11-2022.00,Sales Managers,LogMeIn GoToMeeting,N,N
513,11-2022.00,Sales Managers,Marketo Marketing Automation,Y,N
514,11-2022.00,Sales Managers,Maximizer Software Maximizer Enterprise,N,N
515,11-2022.00,Sales Managers,McAfee,N,N
516,11-2022.00,Sales Managers,Microsoft Access,Y,N
517,11-2022.00,Sales Managers,Microsoft Azure software,Y,N
518,11-2022.00,Sales Managers,Microsoft Dynamics,N,N
519,11-2022.00,Sales Managers,Microsoft Dynamics GP,N,N
520,11-2022.00,Sales Managers,Microsoft Excel,Y,Y
521,11-2022.00,Sales Managers,Microsoft Exchange,N,N
522,11-2022.00,Sales Managers,Microsoft Office software,Y,Y
523,11-2022.00,Sales Managers,Microsoft Outlook,Y,Y
524,11-2022.00,Sales Managers,Microsoft PowerPoint,Y,Y
525,11-2022.00,Sales Managers,Microsoft Project,Y,N
526,11-2022.00,Sales Managers,Microsoft Publisher,N,N
527,11-2022.00,Sales Managers,Microsoft SharePoint,Y,N
528,11-2022.00,Sales Managers,Microsoft SQL Server,Y,N
529,11-2022.00,Sales Managers,Microsoft Teams,Y,N
530,11-2022.00,Sales Managers,Microsoft Visio,Y,N
531,11-2022.00,Sales Managers,Microsoft Visual Basic,Y,N
532,11-2022.00,Sales Managers,Microsoft Visual Basic for Applications VBA,Y,N
533,11-2022.00,Sales Managers,Microsoft Windows,Y,N
534,11-2022.00,Sales Managers,Microsoft Word,Y,N
535,11-2022.00,Sales Managers,MicroStrategy,N,N
536,11-2022.00,Sales Managers,Minitab,N,N
537,11-2022.00,Sales Managers,NetSuite ERP,N,N
538,11-2022.00,Sales Managers,NetSuite NetCRM,N,N
539,11-2022.00,Sales Managers,NortonLifeLock cybersecurity software,N,N
540,11-2022.00,Sales Managers,Oracle Business Intelligence Enterprise Edition,N,N
541,11-2022.00,Sales Managers,Oracle Database,Y,N
542,11-2022.00,Sales Managers,Oracle E-Business Suite Financials,N,N
543,11-2022.00,Sales Managers,Oracle Eloqua,N,N
544,11-2022.00,Sales Managers,Oracle Fusion Applications,N,N
545,11-2022.00,Sales Managers,Oracle Hyperion,N,N
546,11-2022.00,Sales Managers,Oracle JD Edwards EnterpriseOne,N,N
547,11-2022.00,Sales Managers,Oracle PeopleSoft,Y,N
548,11-2022.00,Sales Managers,Oracle PeopleSoft Financials,N,N
549,11-2022.00,Sales Managers,Oracle Primavera Enterprise Project Portfolio Management,Y,N
550,11-2022.00,Sales Managers,Oracle Taleo,N,N
551,11-2022.00,Sales Managers,Poll Everywhere,N,N
552,11-2022.00,Sales Managers,Qlik Tech QlikView,N,N
553,11-2022.00,Sales Managers,R,Y,N
554,11-2022.00,Sales Managers,Sage 50 Accounting,N,N
555,11-2022.00,Sales Managers,Salesforce software,Y,Y
556,11-2022.00,Sales Managers,Salesforce.com Salesforce CRM,N,N
557,11-2022.00,Sales Managers,SAP Business Objects,N,N
558,11-2022.00,Sales Managers,SAP BusinessObjects Crystal Reports,N,N
559,11-2022.00,Sales Managers,SAP Crystal Reports,N,N
560,11-2022.00,Sales Managers,SAP software,Y,N
561,11-2022.00,Sales Managers,SAS,Y,N
562,11-2022.00,Sales Managers,Scheduling software,N,N
563,11-2022.00,Sales Managers,SmugMug Flickr,N,N
564,11-2022.00,Sales Managers,Social media sites,N,N
565,11-2022.00,Sales Managers,Software on Sailboats Desktop Sales Manager,N,N
566,11-2022.00,Sales Managers,Splunk Enterprise,Y,N
567,11-2022.00,Sales Managers,Structured query language SQL,Y,N
568,11-2022.00,Sales Managers,Tableau,Y,N
569,11-2022.00,Sales Managers,Tax software,N,N
570,11-2022.00,Sales Managers,Teradata Database,Y,N
571,11-2022.00,Sales Managers,Vanguard Software Vanguard Sales Manager,N,N
572,11-2022.00,Sales Managers,Web browser software,N,N
573,11-2022.00,Sales Managers,Workforce management software,N,N
574,11-2022.00,Sales Managers,Yardi software,Y,N
575,11-2022.00,Sales Managers,YouTube,N,N
576,11-2022.00,Sales Managers,Zoom,Y,N
577,11-2032.00,Public Relations Managers,Adobe Acrobat,Y,N
578,11-2032.00,Public Relations Managers,Adobe After Effects,Y,N
579,11-2032.00,Public Relations Managers,Adobe Creative Cloud software,Y,N
580,11-2032.00,Public Relations Managers,Adobe Distiller,N,N
581,11-2032.00,Public Relations Managers,Adobe Dreamweaver,N,N
582,11-2032.00,Public Relations Managers,Adobe Illustrator,Y,N
583,11-2032.00,Public Relations Managers,Adobe InDesign,Y,N
584,11-2032.00,Public Relations Managers,Adobe PageMaker,N,N
585,11-2032.00,Public Relations Managers,Adobe Photoshop,Y,N
586,11-2032.00,Public Relations Managers,Airtable,N,N
587,11-2032.00,Public Relations Managers,Apple Final Cut Pro,N,N
588,11-2032.00,Public Relations Managers,Apple iDVD,N,N
589,11-2032.00,Public Relations Managers,Apple iMovie,N,N
590,11-2032.00,Public Relations Managers,Blackbaud eTapestry,N,N
591,11-2032.00,Public Relations Managers,Blackbaud The Raiser's Edge,N,N
592,11-2032.00,Public Relations Managers,Canva,Y,N
593,11-2032.00,Public Relations Managers,Corel WordPerfect Office Suite,N,N
594,11-2032.00,Public Relations Managers,Drupal,N,N
595,11-2032.00,Public Relations Managers,Facebook,Y,N
596,11-2032.00,Public Relations Managers,FileMaker Pro,N,N
597,11-2032.00,Public Relations Managers,Flipgrid,N,N
598,11-2032.00,Public Relations Managers,Fund accounting software,N,N
599,11-2032.00,Public Relations Managers,Google Ads,N,N
600,11-2032.00,Public Relations Managers,Google Analytics,Y,N
601,11-2032.00,Public Relations Managers,Google Docs,Y,N
602,11-2032.00,Public Relations Managers,Google Drive,N,N
603,11-2032.00,Public Relations Managers,Google Gmail,N,N
604,11-2032.00,Public Relations Managers,Google Workspace software,Y,N
605,11-2032.00,Public Relations Managers,HubSpot software,Y,N
606,11-2032.00,Public Relations Managers,Human resource management software HRMS,N,N
607,11-2032.00,Public Relations Managers,Hypertext markup language HTML,Y,N
608,11-2032.00,Public Relations Managers,IBM Notes,N,N
609,11-2032.00,Public Relations Managers,LinkedIn,N,N
610,11-2032.00,Public Relations Managers,Marketo Marketing Automation,Y,N
611,11-2032.00,Public Relations Managers,Mentimeter,N,N
612,11-2032.00,Public Relations Managers,MicroFocus GroupWise,N,N
613,11-2032.00,Public Relations Managers,Microsoft Access,Y,N
614,11-2032.00,Public Relations Managers,Microsoft Dynamics,N,N
615,11-2032.00,Public Relations Managers,Microsoft Excel,Y,Y
616,11-2032.00,Public Relations Managers,Microsoft Office software,Y,Y
617,11-2032.00,Public Relations Managers,Microsoft Outlook,Y,Y
618,11-2032.00,Public Relations Managers,Microsoft PowerPoint,Y,Y
619,11-2032.00,Public Relations Managers,Microsoft Project,Y,N
620,11-2032.00,Public Relations Managers,Microsoft Publisher,N,N
621,11-2032.00,Public Relations Managers,Microsoft SharePoint,Y,N
622,11-2032.00,Public Relations Managers,Microsoft Word,Y,N
623,11-2032.00,Public Relations Managers,MicroStrategy,N,N
624,11-2032.00,Public Relations Managers,MightyScout,N,N
625,11-2032.00,Public Relations Managers,Oracle Eloqua,N,N
626,11-2032.00,Public Relations Managers,Oracle PeopleSoft Financials,N,N
627,11-2032.00,Public Relations Managers,Oracle Siebel Server Sync,N,N
628,11-2032.00,Public Relations Managers,Project management software,N,N
629,11-2032.00,Public Relations Managers,QuarkXPress,N,N
630,11-2032.00,Public Relations Managers,Salesforce software,Y,Y
631,11-2032.00,Public Relations Managers,Slack,Y,N
632,11-2032.00,Public Relations Managers,SmugMug Flickr,N,N
633,11-2032.00,Public Relations Managers,Social media sites,N,N
634,11-2032.00,Public Relations Managers,Teradata Database,Y,N
635,11-2032.00,Public Relations Managers,TikTok,Y,N
636,11-2032.00,Public Relations Managers,Web browser software,N,N
637,11-2032.00,Public Relations Managers,WeVideo,N,N
638,11-2032.00,Public Relations Managers,WordPress,Y,N
639,11-2032.00,Public Relations Managers,Yardi software,Y,N
640,11-2032.00,Public Relations Managers,YouTube,N,N
641,11-2032.00,Public Relations Managers,zkipster,N,N
642,11-2032.00,Public Relations Managers,Zoom,Y,N
643,11-2033.00,Fundraising Managers,Adobe Acrobat,Y,N
644,11-2033.00,Fundraising Managers,Adobe After Effects,Y,N
645,11-2033.00,Fundraising Managers,Adobe Creative Cloud software,Y,N
646,11-2033.00,Fundraising Managers,Adobe Distiller,N,N
647,11-2033.00,Fundraising Managers,Adobe Dreamweaver,N,N
648,11-2033.00,Fundraising Managers,Adobe Illustrator,Y,N
649,11-2033.00,Fundraising Managers,Adobe InDesign,Y,N
650,11-2033.00,Fundraising Managers,Adobe PageMaker,N,N
651,11-2033.00,Fundraising Managers,Adobe Photoshop,Y,N
652,11-2033.00,Fundraising Managers,Airtable,N,N
653,11-2033.00,Fundraising Managers,Apple Final Cut Pro,N,N
654,11-2033.00,Fundraising Managers,Apple iDVD,N,N
655,11-2033.00,Fundraising Managers,Apple iMovie,N,N
656,11-2033.00,Fundraising Managers,Blackbaud eTapestry,N,N
657,11-2033.00,Fundraising Managers,Blackbaud The Raiser's Edge,N,Y
658,11-2033.00,Fundraising Managers,Corel WordPerfect Office Suite,N,N
659,11-2033.00,Fundraising Managers,Drupal,N,N
660,11-2033.00,Fundraising Managers,Facebook,Y,N
661,11-2033.00,Fundraising Managers,FileMaker Pro,N,N
662,11-2033.00,Fundraising Managers,Flipgrid,N,N
663,11-2033.00,Fundraising Managers,Fund accounting software,N,N
664,11-2033.00,Fundraising Managers,Google Ads,N,N
665,11-2033.00,Fundraising Managers,Google Analytics,Y,N
666,11-2033.00,Fundraising Managers,Google Docs,Y,N
667,11-2033.00,Fundraising Managers,Google Drive,N,N
668,11-2033.00,Fundraising Managers,Google Gmail,N,N
669,11-2033.00,Fundraising Managers,HubSpot software,Y,N
670,11-2033.00,Fundraising Managers,Human resource management software HRMS,N,N
671,11-2033.00,Fundraising Managers,Hypertext markup language HTML,Y,N
672,11-2033.00,Fundraising Managers,IBM Notes,N,N
673,11-2033.00,Fundraising Managers,LinkedIn,N,N
674,11-2033.00,Fundraising Managers,Marketo Marketing Automation,Y,N
675,11-2033.00,Fundraising Managers,Mentimeter,N,N
676,11-2033.00,Fundraising Managers,MicroFocus GroupWise,N,N
677,11-2033.00,Fundraising Managers,Microsoft Access,Y,N
678,11-2033.00,Fundraising Managers,Microsoft Dynamics,N,N
679,11-2033.00,Fundraising Managers,Microsoft Excel,Y,Y
680,11-2033.00,Fundraising Managers,Microsoft Office software,Y,Y
681,11-2033.00,Fundraising Managers,Microsoft Outlook,Y,Y
682,11-2033.00,Fundraising Managers,Microsoft PowerPoint,Y,Y
683,11-2033.00,Fundraising Managers,Microsoft Project,Y,N
684,11-2033.00,Fundraising Managers,Microsoft Publisher,N,N
685,11-2033.00,Fundraising Managers,Microsoft SharePoint,Y,N
686,11-2033.00,Fundraising Managers,Microsoft Word,Y,Y
687,11-2033.00,Fundraising Managers,MicroStrategy,N,N
688,11-2033.00,Fundraising Managers,MightyScout,N,N
689,11-2033.00,Fundraising Managers,Oracle Eloqua,N,N
690,11-2033.00,Fundraising Managers,Oracle PeopleSoft Financials,N,N
691,11-2033.00,Fundraising Managers,Oracle Siebel Server Sync,N,N
692,11-2033.00,Fundraising Managers,Project management software,N,Y
693,11-2033.00,Fundraising Managers,QuarkXPress,N,N
694,11-2033.00,Fundraising Managers,Salesforce software,Y,Y
695,11-2033.00,Fundraising Managers,Slack,Y,N
696,11-2033.00,Fundraising Managers,SmugMug Flickr,N,N
697,11-2033.00,Fundraising Managers,Social media sites,N,N
698,11-2033.00,Fundraising Managers,Teradata Database,Y,N
699,11-2033.00,Fundraising Managers,Web browser software,N,N
700,11-2033.00,Fundraising Managers,WeVideo,N,N
701,11-2033.00,Fundraising Managers,Yardi software,Y,N
702,11-2033.00,Fundraising Managers,YouTube,N,N
703,11-2033.00,Fundraising Managers,zkipster,N,N
704,11-3012.00,Administrative Services Managers,Adobe Acrobat,Y,N
705,11-3012.00,Administrative Services Managers,Adobe PageMaker,N,N
706,11-3012.00,Administrative Services Managers,ADP Enterprise HR,N,N
707,11-3012.00,Administrative Services Managers,ADP Workforce Now,N,N
708,11-3012.00,Administrative Services Managers,Atlassian JIRA,Y,N
709,11-3012.00,Administrative Services Managers,Autodesk AutoCAD,Y,N
710,11-3012.00,Administrative Services Managers,Blackbaud The Raiser's Edge,N,N
711,11-3012.00,Administrative Services Managers,Database software,N,N
712,11-3012.00,Administrative Services Managers,Delphi Technology,N,N
713,11-3012.00,Administrative Services Managers,Email software,N,N
714,11-3012.00,Administrative Services Managers,FileMaker Pro,N,N
715,11-3012.00,Administrative Services Managers,Fund accounting software,N,N
716,11-3012.00,Administrative Services Managers,Google Docs,Y,N
717,11-3012.00,Administrative Services Managers,Google Drive,N,N
718,11-3012.00,Administrative Services Managers,GroupMe,N,N
719,11-3012.00,Administrative Services Managers,Human resource management software HRMS,N,N
720,11-3012.00,Administrative Services Managers,IBM Notes,N,N
721,11-3012.00,Administrative Services Managers,IBM Power Systems software,N,N
722,11-3012.00,Administrative Services Managers,IBM SPSS Statistics,Y,N
723,11-3012.00,Administrative Services Managers,Intuit QuickBooks,Y,N
724,11-3012.00,Administrative Services Managers,LexisNexis,N,N
725,11-3012.00,Administrative Services Managers,LinkedIn,N,N
726,11-3012.00,Administrative Services Managers,Medical procedure coding software,N,N
727,11-3012.00,Administrative Services Managers,MicroFocus GroupWise,N,N
728,11-3012.00,Administrative Services Managers,Microsoft Access,Y,N
