,O*NET-SOC Code,Title,Element Name,Data Value
930,11-3051.00,Industrial Production Managers,Sales and Marketing,2.12
984,11-3051.00,Industrial Production Managers,Telecommunications,2.16
986,11-3051.00,Industrial Production Managers,Communications and Media,2.31
982,11-3051.00,Industrial Production Managers,Law and Government,2.45
988,11-3051.00,Industrial Production Managers,Transportation,2.49
928,11-3051.00,Industrial Production Managers,Economics and Accounting,2.51
944,11-3051.00,Industrial Production Managers,Design,2.61
958,11-3051.00,Industrial Production Managers,Psychology,2.75
980,11-3051.00,Industrial Production Managers,Public Safety and Security,2.9
926,11-3051.00,Industrial Production Managers,Administrative,2.94
940,11-3051.00,Industrial Production Managers,Computers and Electronics,2.96
942,11-3051.00,Industrial Production Managers,Engineering and Technology,3.21
948,11-3051.00,Industrial Production Managers,Mechanical,3.27
970,11-3051.00,Industrial Production Managers,English Language,3.28
934,11-3051.00,Industrial Production Managers,Personnel and Human Resources,3.38
950,11-3051.00,Industrial Production Managers,Mathematics,3.4
968,11-3051.00,Industrial Production Managers,Education and Training,3.41
932,11-3051.00,Industrial Production Managers,Customer and Personal Service,3.57
924,11-3051.00,Industrial Production Managers,Administration and Management,4.07
936,11-3051.00,Industrial Production Managers,Production and Processing,4.41
1040,11-3051.01,Quality Control Systems Managers,Fine Arts,1.0
1042,11-3051.01,Quality Control Systems Managers,History and Archeology,1.13
1038,11-3051.01,Quality Control Systems Managers,Foreign Language,1.41
1044,11-3051.01,Quality Control Systems Managers,Philosophy and Theology,1.5
1028,11-3051.01,Quality Control Systems Managers,Geography,1.56
1050,11-3051.01,Quality Control Systems Managers,Telecommunications,1.57
996,11-3051.01,Quality Control Systems Managers,Sales and Marketing,1.63
1026,11-3051.01,Quality Control Systems Managers,Sociology and Anthropology,1.76
1012,11-3051.01,Quality Control Systems Managers,Building and Construction,1.79
1030,11-3051.01,Quality Control Systems Managers,Medicine and Dentistry,1.93
994,11-3051.01,Quality Control Systems Managers,Economics and Accounting,1.95
1032,11-3051.01,Quality Control Systems Managers,Therapy and Counseling,1.96
1054,11-3051.01,Quality Control Systems Managers,Transportation,2.1
1052,11-3051.01,Quality Control Systems Managers,Communications and Media,2.22
1004,11-3051.01,Quality Control Systems Managers,Food Production,2.24
1014,11-3051.01,Quality Control Systems Managers,Mechanical,2.26
1024,11-3051.01,Quality Control Systems Managers,Psychology,2.33
1010,11-3051.01,Quality Control Systems Managers,Design,2.47
1018,11-3051.01,Quality Control Systems Managers,Physics,2.79
1022,11-3051.01,Quality Control Systems Managers,Biology,2.87
1048,11-3051.01,Quality Control Systems Managers,Law and Government,2.87
992,11-3051.01,Quality Control Systems Managers,Administrative,2.96
1000,11-3051.01,Quality Control Systems Managers,Personnel and Human Resources,3.2
1006,11-3051.01,Quality Control Systems Managers,Computers and Electronics,3.32
1046,11-3051.01,Quality Control Systems Managers,Public Safety and Security,3.47
1008,11-3051.01,Quality Control Systems Managers,Engineering and Technology,3.52
1016,11-3051.01,Quality Control Systems Managers,Mathematics,3.59
990,11-3051.01,Quality Control Systems Managers,Administration and Management,3.72
998,11-3051.01,Quality Control Systems Managers,Customer and Personal Service,3.77
1020,11-3051.01,Quality Control Systems Managers,Chemistry,3.89
1036,11-3051.01,Quality Control Systems Managers,English Language,4.06
1034,11-3051.01,Quality Control Systems Managers,Education and Training,4.07
1002,11-3051.01,Quality Control Systems Managers,Production and Processing,4.12
1070,11-3051.02,Geothermal Production Managers,Food Production,1.14
1106,11-3051.02,Geothermal Production Managers,Fine Arts,1.15
1108,11-3051.02,Geothermal Production Managers,History and Archeology,1.64
1104,11-3051.02,Geothermal Production Managers,Foreign Language,1.77
1062,11-3051.02,Geothermal Production Managers,Sales and Marketing,1.79
1096,11-3051.02,Geothermal Production Managers,Medicine and Dentistry,1.86
1094,11-3051.02,Geothermal Production Managers,Geography,2.01
1110,11-3051.02,Geothermal Production Managers,Philosophy and Theology,2.02
1092,11-3051.02,Geothermal Production Managers,Sociology and Anthropology,2.12
1088,11-3051.02,Geothermal Production Managers,Biology,2.21
1098,11-3051.02,Geothermal Production Managers,Therapy and Counseling,2.27
1118,11-3051.02,Geothermal Production Managers,Communications and Media,2.41
1120,11-3051.02,Geothermal Production Managers,Transportation,2.63
1116,11-3051.02,Geothermal Production Managers,Telecommunications,2.8
1064,11-3051.02,Geothermal Production Managers,Customer and Personal Service,2.93
1090,11-3051.02,Geothermal Production Managers,Psychology,2.94
1060,11-3051.02,Geothermal Production Managers,Economics and Accounting,3.07
1078,11-3051.02,Geothermal Production Managers,Building and Construction,3.25
1072,11-3051.02,Geothermal Production Managers,Computers and Electronics,3.36
1114,11-3051.02,Geothermal Production Managers,Law and Government,3.36
1058,11-3051.02,Geothermal Production Managers,Administrative,3.45
1086,11-3051.02,Geothermal Production Managers,Chemistry,3.46
1076,11-3051.02,Geothermal Production Managers,Design,3.5
1084,11-3051.02,Geothermal Production Managers,Physics,3.54
1100,11-3051.02,Geothermal Production Managers,Education and Training,3.55
1066,11-3051.02,Geothermal Production Managers,Personnel and Human Resources,3.69
1102,11-3051.02,Geothermal Production Managers,English Language,3.75
1074,11-3051.02,Geothermal Production Managers,Engineering and Technology,3.81
1082,11-3051.02,Geothermal Production Managers,Mathematics,3.89
1112,11-3051.02,Geothermal Production Managers,Public Safety and Security,3.9
1068,11-3051.02,Geothermal Production Managers,Production and Processing,4.0
1056,11-3051.02,Geothermal Production Managers,Administration and Management,4.21
1080,11-3051.02,Geothermal Production Managers,Mechanical,4.4
1172,11-3051.03,Biofuels Production Managers,Fine Arts,1.03
1174,11-3051.03,Biofuels Production Managers,History and Archeology,1.25
1170,11-3051.03,Biofuels Production Managers,Foreign Language,1.26
1176,11-3051.03,Biofuels Production Managers,Philosophy and Theology,1.33
1162,11-3051.03,Biofuels Production Managers,Medicine and Dentistry,1.35
1164,11-3051.03,Biofuels Production Managers,Therapy and Counseling,1.4
1158,11-3051.03,Biofuels Production Managers,Sociology and Anthropology,1.8
1182,11-3051.03,Biofuels Production Managers,Telecommunications,1.81
1184,11-3051.03,Biofuels Production Managers,Communications and Media,1.98
1160,11-3051.03,Biofuels Production Managers,Geography,2.09
1128,11-3051.03,Biofuels Production Managers,Sales and Marketing,2.44
1180,11-3051.03,Biofuels Production Managers,Law and Government,2.5
1156,11-3051.03,Biofuels Production Managers,Psychology,2.65
1186,11-3051.03,Biofuels Production Managers,Transportation,2.66
1136,11-3051.03,Biofuels Production Managers,Food Production,2.71
1144,11-3051.03,Biofuels Production Managers,Building and Construction,2.82
1154,11-3051.03,Biofuels Production Managers,Biology,2.98
1126,11-3051.03,Biofuels Production Managers,Economics and Accounting,3.01
1130,11-3051.03,Biofuels Production Managers,Customer and Personal Service,3.04
1178,11-3051.03,Biofuels Production Managers,Public Safety and Security,3.13
1142,11-3051.03,Biofuels Production Managers,Design,3.19
1166,11-3051.03,Biofuels Production Managers,Education and Training,3.23
1168,11-3051.03,Biofuels Production Managers,English Language,3.23
1124,11-3051.03,Biofuels Production Managers,Administrative,3.26
1150,11-3051.03,Biofuels Production Managers,Physics,3.28
1132,11-3051.03,Biofuels Production Managers,Personnel and Human Resources,3.32
1138,11-3051.03,Biofuels Production Managers,Computers and Electronics,3.33
1148,11-3051.03,Biofuels Production Managers,Mathematics,3.49
1140,11-3051.03,Biofuels Production Managers,Engineering and Technology,3.68
1152,11-3051.03,Biofuels Production Managers,Chemistry,3.68
1146,11-3051.03,Biofuels Production Managers,Mechanical,4.04
1122,11-3051.03,Biofuels Production Managers,Administration and Management,4.08
1134,11-3051.03,Biofuels Production Managers,Production and Processing,4.73
1238,11-3051.04,Biomass Power Plant Managers,Fine Arts,1.03
1202,11-3051.04,Biomass Power Plant Managers,Food Production,1.04
1236,11-3051.04,Biomass Power Plant Managers,Foreign Language,1.26
1240,11-3051.04,Biomass Power Plant Managers,History and Archeology,1.35
1194,11-3051.04,Biomass Power Plant Managers,Sales and Marketing,1.49
1226,11-3051.04,Biomass Power Plant Managers,Geography,1.63
1228,11-3051.04,Biomass Power Plant Managers,Medicine and Dentistry,1.63
1220,11-3051.04,Biomass Power Plant Managers,Biology,1.69
1224,11-3051.04,Biomass Power Plant Managers,Sociology and Anthropology,1.72
1242,11-3051.04,Biomass Power Plant Managers,Philosophy and Theology,1.74
1230,11-3051.04,Biomass Power Plant Managers,Therapy and Counseling,2.28
1248,11-3051.04,Biomass Power Plant Managers,Telecommunications,2.38
1250,11-3051.04,Biomass Power Plant Managers,Communications and Media,2.63
1246,11-3051.04,Biomass Power Plant Managers,Law and Government,2.65
1252,11-3051.04,Biomass Power Plant Managers,Transportation,2.81
1222,11-3051.04,Biomass Power Plant Managers,Psychology,2.85
1196,11-3051.04,Biomass Power Plant Managers,Customer and Personal Service,2.87
1210,11-3051.04,Biomass Power Plant Managers,Building and Construction,3.09
1192,11-3051.04,Biomass Power Plant Managers,Economics and Accounting,3.14
1216,11-3051.04,Biomass Power Plant Managers,Physics,3.2
1208,11-3051.04,Biomass Power Plant Managers,Design,3.21
1234,11-3051.04,Biomass Power Plant Managers,English Language,3.34
1218,11-3051.04,Biomass Power Plant Managers,Chemistry,3.35
1204,11-3051.04,Biomass Power Plant Managers,Computers and Electronics,3.47
1214,11-3051.04,Biomass Power Plant Managers,Mathematics,3.53
1232,11-3051.04,Biomass Power Plant Managers,Education and Training,3.58
1190,11-3051.04,Biomass Power Plant Managers,Administrative,3.61
1244,11-3051.04,Biomass Power Plant Managers,Public Safety and Security,3.7
1198,11-3051.04,Biomass Power Plant Managers,Personnel and Human Resources,3.87
1188,11-3051.04,Biomass Power Plant Managers,Administration and Management,4.05
1200,11-3051.04,Biomass Power Plant Managers,Production and Processing,4.06
1206,11-3051.04,Biomass Power Plant Managers,Engineering and Technology,4.08
1212,11-3051.04,Biomass Power Plant Managers,Mechanical,4.3
1268,11-3051.06,Hydroelectric Production Managers,Food Production,1.03
1304,11-3051.06,Hydroelectric Production Managers,Fine Arts,1.03
1302,11-3051.06,Hydroelectric Production Managers,Foreign Language,1.15
1308,11-3051.06,Hydroelectric Production Managers,Philosophy and Theology,1.49
1306,11-3051.06,Hydroelectric Production Managers,History and Archeology,1.57
1260,11-3051.06,Hydroelectric Production Managers,Sales and Marketing,1.63
1286,11-3051.06,Hydroelectric Production Managers,Biology,1.72
1318,11-3051.06,Hydroelectric Production Managers,Transportation,1.79
1294,11-3051.06,Hydroelectric Production Managers,Medicine and Dentistry,1.8
1296,11-3051.06,Hydroelectric Production Managers,Therapy and Counseling,1.86
1290,11-3051.06,Hydroelectric Production Managers,Sociology and Anthropology,2.16
1316,11-3051.06,Hydroelectric Production Managers,Communications and Media,2.39
1284,11-3051.06,Hydroelectric Production Managers,Chemistry,2.5
1292,11-3051.06,Hydroelectric Production Managers,Geography,2.62
1314,11-3051.06,Hydroelectric Production Managers,Telecommunications,2.71
1262,11-3051.06,Hydroelectric Production Managers,Customer and Personal Service,2.73
1258,11-3051.06,Hydroelectric Production Managers,Economics and Accounting,2.76
1276,11-3051.06,Hydroelectric Production Managers,Building and Construction,2.98
1288,11-3051.06,Hydroelectric Production Managers,Psychology,3.02
1266,11-3051.06,Hydroelectric Production Managers,Production and Processing,3.11
1282,11-3051.06,Hydroelectric Production Managers,Physics,3.13
1256,11-3051.06,Hydroelectric Production Managers,Administrative,3.2
1274,11-3051.06,Hydroelectric Production Managers,Design,3.2
1312,11-3051.06,Hydroelectric Production Managers,Law and Government,3.27
1280,11-3051.06,Hydroelectric Production Managers,Mathematics,3.41
1298,11-3051.06,Hydroelectric Production Managers,Education and Training,3.52
1264,11-3051.06,Hydroelectric Production Managers,Personnel and Human Resources,3.58
1270,11-3051.06,Hydroelectric Production Managers,Computers and Electronics,3.6
1272,11-3051.06,Hydroelectric Production Managers,Engineering and Technology,3.62
1300,11-3051.06,Hydroelectric Production Managers,English Language,3.82
1254,11-3051.06,Hydroelectric Production Managers,Administration and Management,3.92
1310,11-3051.06,Hydroelectric Production Managers,Public Safety and Security,4.06
1278,11-3051.06,Hydroelectric Production Managers,Mechanical,4.07
1370,11-3061.00,Purchasing Managers,Fine Arts,1.26
1352,11-3061.00,Purchasing Managers,Biology,1.37
1362,11-3061.00,Purchasing Managers,Therapy and Counseling,1.37
1348,11-3061.00,Purchasing Managers,Physics,1.42
1368,11-3061.00,Purchasing Managers,Foreign Language,1.42
1372,11-3061.00,Purchasing Managers,History and Archeology,1.47
1360,11-3061.00,Purchasing Managers,Medicine and Dentistry,1.53
1334,11-3061.00,Purchasing Managers,Food Production,1.58
1374,11-3061.00,Purchasing Managers,Philosophy and Theology,1.63
1350,11-3061.00,Purchasing Managers,Chemistry,1.67
1356,11-3061.00,Purchasing Managers,Sociology and Anthropology,1.78
1344,11-3061.00,Purchasing Managers,Mechanical,1.89
1358,11-3061.00,Purchasing Managers,Geography,1.89
1354,11-3061.00,Purchasing Managers,Psychology,2.0
1340,11-3061.00,Purchasing Managers,Design,2.17
1338,11-3061.00,Purchasing Managers,Engineering and Technology,2.37
1384,11-3061.00,Purchasing Managers,Transportation,2.47
1342,11-3061.00,Purchasing Managers,Building and Construction,2.53
1380,11-3061.00,Purchasing Managers,Telecommunications,2.58
